step,value,wall_time
370,2.2965898513793945,1745952163.513674
372,2.3060295581817627,1745952163.5216918
374,2.287999153137207,1745952163.529239
376,2.3062844276428223,1745952163.535305
378,2.2986435890197754,1745952163.5410602
381,2.3015193939208984,1745952163.5501142
382,2.2989230155944824,1745952163.5529542
387,2.302293539047241,1745952163.5676742
388,2.3032922744750977,1745952163.5702772
391,2.302673816680908,1745952163.579992
395,2.3006980419158936,1745952163.5910861
398,2.3126983642578125,1745952163.599013
404,2.2991857528686523,1745952163.616249
405,2.3027334213256836,1745952163.619802
411,2.296747922897339,1745952163.639838
412,2.3054399490356445,1745952163.642855
413,2.2890381813049316,1745952163.645775
414,2.307295799255371,1745952163.648754
419,2.300748825073242,1745952163.663528
420,2.298015832901001,1745952163.667418
424,2.301473617553711,1745952163.679067
426,2.3065431118011475,1745952163.684944
429,2.309598684310913,1745952163.693565
434,2.2981772422790527,1745952163.707934
436,2.30357027053833,1745952163.713813
442,2.3117105960845947,1745952163.730976
443,2.301887035369873,1745952163.7339761
444,2.296647310256958,1745952163.736762
446,2.3054332733154297,1745952163.7427971
450,2.30265474319458,1745952163.753881
453,2.3045759201049805,1745952163.762228
454,2.293787956237793,1745952163.765128
456,2.2980453968048096,1745952163.770678
465,2.307851791381836,1745952163.797608
467,2.304889678955078,1745952163.803216
469,2.2896645069122314,1745952163.810404
476,2.295330047607422,1745952163.836015
485,2.309854030609131,1745952163.862456
488,2.3060555458068848,1745952163.871202
492,2.293548107147217,1745952163.882368
493,2.302424669265747,1745952163.885189
496,2.301283597946167,1745952163.893806
499,2.306917667388916,1745952163.902764
504,2.296766757965088,1745952163.918605
505,2.3056421279907227,1745952163.922278
507,2.3021297454833984,1745952163.929186
511,2.30608868598938,1745952163.9422028
513,2.3017539978027344,1745952163.9480152
520,2.3015785217285156,1745952163.9685109
521,2.3001787662506104,1745952163.971654
522,2.299825668334961,1745952163.975266
526,2.307182788848877,1745952163.9881809
530,2.309110641479492,1745952164.001632
532,2.313789129257202,1745952164.008977
537,2.313969373703003,1745952164.026593
538,2.293764114379883,1745952164.03012
543,2.295224189758301,1745952164.0463622
544,2.3025474548339844,1745952164.049597
545,2.308394432067871,1745952164.052522
546,2.290858507156372,1745952164.056067
547,2.2875401973724365,1745952164.0591009
548,2.3091683387756348,1745952164.062219
550,2.300196647644043,1745952164.06816
551,2.3062639236450195,1745952164.071413
552,2.298275947570801,1745952164.074246
555,2.312727212905884,1745952164.083283
560,2.30287504196167,1745952164.098944
564,2.2944912910461426,1745952164.1118898
571,2.3009705543518066,1745952164.136169
577,2.3012847900390625,1745952164.154936
578,2.302250862121582,1745952164.158221
580,2.3045337200164795,1745952164.164279
590,2.3007125854492188,1745952164.194674
596,2.2989678382873535,1745952164.213257
597,2.305924415588379,1745952164.216598
598,2.3084139823913574,1745952164.2201128
600,2.289619207382202,1745952164.227638
606,2.304600715637207,1745952164.24699
607,2.299114942550659,1745952164.2500212
608,2.2942910194396973,1745952164.2529438
614,2.2914814949035645,1745952164.270617
615,2.2921807765960693,1745952164.274262
618,2.293128490447998,1745952164.283366
622,2.307948350906372,1745952164.295726
625,2.2989449501037598,1745952164.304414
630,2.3058009147644043,1745952164.3186402
631,2.3110246658325195,1745952164.321684
633,2.305471658706665,1745952164.32733
638,2.297877788543701,1745952164.341374
643,2.3086743354797363,1745952164.356528
645,2.297353982925415,1745952164.362452
650,2.309769630432129,1745952164.377905
652,2.305763006210327,1745952164.3837361
653,2.310537815093994,1745952164.3867068
655,2.304920196533203,1745952164.3925
657,2.3001322746276855,1745952164.3981912
664,2.3008675575256348,1745952164.418875
666,2.29360294342041,1745952164.424997
667,2.308042526245117,1745952164.427904
668,2.3102188110351562,1745952164.4311
669,2.295391798019409,1745952164.4348989
671,2.299410581588745,1745952164.442442
672,2.3016207218170166,1745952164.445962
678,2.300823450088501,1745952164.465285
685,2.307518482208252,1745952164.485499
686,2.2979612350463867,1745952164.488371
691,2.3010494709014893,1745952164.5025148
694,2.3063273429870605,1745952164.510939
695,2.3070077896118164,1745952164.513715
699,2.294588565826416,1745952164.526274
700,2.296002149581909,1745952164.5291378
704,2.299220085144043,1745952164.542424
706,2.2993929386138916,1745952164.5491352
707,2.3081703186035156,1745952164.552429
709,2.307899236679077,1745952164.558354
710,2.297377347946167,1745952164.561253
711,2.27891206741333,1745952164.5650291
713,2.3015990257263184,1745952164.571115
715,2.301619052886963,1745952164.576714
723,2.3038511276245117,1745952164.599882
727,2.293491840362549,1745952164.6112561
728,2.303351402282715,1745952164.614221
733,2.2941384315490723,1745952164.628078
735,2.300294876098633,1745952164.633836
740,2.3018651008605957,1745952164.648557
746,2.303412437438965,1745952164.6708732
748,2.3044843673706055,1745952164.6775072
752,2.3011255264282227,1745952164.691678
754,2.3028628826141357,1745952164.697536
755,2.293457269668579,1745952164.700545
757,2.288083076477051,1745952164.706393
759,2.3087565898895264,1745952164.7123032
765,2.298011541366577,1745952164.7301
768,2.3015847206115723,1745952164.741652
771,2.2938129901885986,1745952164.7542741
773,2.304811477661133,1745952164.76144
778,2.298372745513916,1745952164.779923
781,2.2955682277679443,1745952164.790686
782,2.3047611713409424,1745952164.794712
785,2.3000025749206543,1745952164.80448
789,2.299283981323242,1745952164.817544
793,2.287822723388672,1745952164.830076
795,2.295833110809326,1745952164.836378
799,2.300535202026367,1745952164.8515131
800,2.302574634552002,1745952164.855051
803,2.300717353820801,1745952164.865122
804,2.308450698852539,1745952164.868178
808,2.3023018836975098,1745952164.880922
811,2.3139004707336426,1745952164.8901482
812,2.301802158355713,1745952164.89326
815,2.2941486835479736,1745952164.903939
817,2.3116743564605713,1745952164.910458
820,2.302292585372925,1745952164.919656
823,2.3003406524658203,1745952164.9288661
826,2.3104023933410645,1745952164.9380522
827,2.299816846847534,1745952164.941229
829,2.2973029613494873,1745952164.948147
834,2.312013864517212,1745952164.964312
839,2.305169105529785,1745952164.979867
843,2.309133768081665,1745952164.99204
844,2.3006420135498047,1745952164.995136
847,2.29874849319458,1745952165.00425
849,2.2896666526794434,1745952165.0103009
850,2.2887887954711914,1745952165.013341
851,2.2910332679748535,1745952165.016468
852,2.3096046447753906,1745952165.019593
854,2.3002190589904785,1745952165.026866
860,2.2940564155578613,1745952165.047381
865,2.289698600769043,1745952165.067262
866,2.3057193756103516,1745952165.070623
867,2.3008453845977783,1745952165.075082
869,2.309816360473633,1745952165.084227
871,2.3034961223602295,1745952165.0922801
874,2.3059487342834473,1745952165.1071832
875,2.2887656688690186,1745952165.111398
877,2.3117947578430176,1745952165.120724
882,2.3032174110412598,1745952165.1433449
884,2.3063173294067383,1745952165.151941
885,2.301386833190918,1745952165.1562612
887,2.3066067695617676,1745952165.164233
889,2.3071484565734863,1745952165.171627
894,2.2975549697875977,1745952165.1955998
897,2.2915806770324707,1745952165.2085571
900,2.296165943145752,1745952165.221366
902,2.303086519241333,1745952165.230158
903,2.303218364715576,1745952165.234808
904,2.308581829071045,1745952165.238553
905,2.297346591949463,1745952165.2427719
909,2.305140733718872,1745952165.259222
914,2.300058603286743,1745952165.27937
921,2.2884926795959473,1745952165.306192
925,2.3001174926757812,1745952165.3186939
926,2.303403854370117,1745952165.32201
927,2.302201271057129,1745952165.3250802
931,2.298043727874756,1745952165.3367639
932,2.2841968536376953,1745952165.339533
933,2.30911922454834,1745952165.342359
935,2.2916054725646973,1745952165.348802
936,2.2886972427368164,1745952165.35175
941,2.3064980506896973,1745952165.8421462
944,2.29636812210083,1745952165.8509219
945,2.3059897422790527,1745952165.85376
947,2.2993085384368896,1745952165.8597279
949,2.2975292205810547,1745952165.8653052
951,2.299837589263916,1745952165.8712
957,2.2982773780822754,1745952165.887545
960,2.3023462295532227,1745952165.8969321
969,2.2983450889587402,1745952165.92125
972,2.2921414375305176,1745952165.929661
974,2.3082878589630127,1745952165.9349399
975,2.2958173751831055,1745952165.937524
976,2.3059825897216797,1745952165.9401321
982,2.3084166049957275,1745952165.9569888
983,2.306173801422119,1745952165.959905
986,2.2898759841918945,1745952165.968019
987,2.3028206825256348,1745952165.970628
988,2.2964935302734375,1745952165.973231
990,2.296356678009033,1745952165.978584
991,2.3013172149658203,1745952165.981215
993,2.295635223388672,1745952165.98704
996,2.296821117401123,1745952165.996264
999,2.289616107940674,1745952166.004402
1000,2.301301956176758,1745952166.0070841
1004,2.3024303913116455,1745952166.017985
1007,2.302685260772705,1745952166.026589
1011,2.294867992401123,1745952166.041632
1013,2.304250717163086,1745952166.050269
1017,2.2880687713623047,1745952166.062361
1020,2.301776647567749,1745952166.071247
1026,2.29030179977417,1745952166.088541
1034,2.284346580505371,1745952166.110274
1039,2.2994272708892822,1745952166.124779
1040,2.301764488220215,1745952166.127381
1043,2.3071439266204834,1745952166.135639
1049,2.294553756713867,1745952166.1540961
1050,2.304037094116211,1745952166.157152
1052,2.2976558208465576,1745952166.1626291
1056,2.299755096435547,1745952166.1751192
1057,2.3009800910949707,1745952166.177989
1059,2.3031458854675293,1745952166.183712
1060,2.2901628017425537,1745952166.186504
1061,2.297637939453125,1745952166.189138
1062,2.3043088912963867,1745952166.19187
1064,2.3055169582366943,1745952166.19804
1069,2.298180103302002,1745952166.213404
1075,2.30324387550354,1745952166.2296178
1077,2.3064651489257812,1745952166.234784
1080,2.3030171394348145,1745952166.242956
1081,2.298956871032715,1745952166.245836
1084,2.2961483001708984,1745952166.254401
1085,2.2954773902893066,1745952166.257262
1087,2.2962889671325684,1745952166.262906
1092,2.29817271232605,1745952166.276961
1094,2.299592971801758,1745952166.282687
1095,2.2987236976623535,1745952166.2854578
1096,2.307149648666382,1745952166.2882009
1098,2.3084187507629395,1745952166.2938828
1099,2.299757480621338,1745952166.297059
1100,2.294793128967285,1745952166.299934
1101,2.302192449569702,1745952166.302658
1104,2.301595687866211,1745952166.311551
1106,2.30599045753479,1745952166.317141
1110,2.2994046211242676,1745952166.33025
1111,2.29927396774292,1745952166.3335319
1116,2.296372652053833,1745952166.349066
1117,2.299487352371216,1745952166.3519738
1118,2.3122642040252686,1745952166.3547971
1124,2.309908628463745,1745952166.3721442
1127,2.3007779121398926,1745952166.381351
1129,2.294917583465576,1745952166.387167
1133,2.299485206604004,1745952166.399096
1141,2.296945571899414,1745952166.42298
1142,2.2877039909362793,1745952166.426013
1143,2.30656099319458,1745952166.428921
1144,2.2926931381225586,1745952166.431824
1145,2.2878708839416504,1745952166.4345589
1148,2.2956981658935547,1745952166.443011
1154,2.3143668174743652,1745952166.460207
1155,2.292753219604492,1745952166.46305
1157,2.3082683086395264,1745952166.468642
1168,2.2917065620422363,1745952166.5010078
1174,2.302216053009033,1745952166.5199301
1176,2.289421796798706,1745952166.525594
1178,2.2995524406433105,1745952166.53187
1181,2.3039889335632324,1745952166.5410078
1191,2.294620990753174,1745952166.5711172
1195,2.292445182800293,1745952166.58272
1199,2.301450729370117,1745952166.594095
1202,2.299137830734253,1745952166.602866
1203,2.303138017654419,1745952166.6056519
1206,2.2948012351989746,1745952166.614413
1207,2.296046495437622,1745952166.617888
1211,2.303281784057617,1745952166.6320372
1213,2.3085503578186035,1745952166.63797
1218,2.3054912090301514,1745952166.6523159
1220,2.3089799880981445,1745952166.65813
1222,2.3116157054901123,1745952166.664073
1225,2.300023078918457,1745952166.6738172
1226,2.2939164638519287,1745952166.6767209
1227,2.303805351257324,1745952166.679484
1230,2.3050050735473633,1745952166.688333
1235,2.289364814758301,1745952166.702431
1237,2.3049206733703613,1745952166.7088661
1241,2.2953577041625977,1745952166.7217221
1246,2.287043571472168,1745952166.736227
1248,2.3007349967956543,1745952166.7419362
1250,2.3025918006896973,1745952166.747711
1255,2.30606746673584,1745952166.762455
1257,2.3015589714050293,1745952166.7681549
1262,2.299441337585449,1745952166.7823622
1266,2.306121349334717,1745952166.794304
1267,2.303419589996338,1745952166.7971609
1269,2.292640209197998,1745952166.803066
1271,2.3038511276245117,1745952166.8094
1274,2.3023910522460938,1745952166.81797
1275,2.2871785163879395,1745952166.820715
1278,2.287715435028076,1745952166.829056
1280,2.29769229888916,1745952166.834543
1291,2.288959264755249,1745952166.864676
1292,2.2891135215759277,1745952166.86742
1299,2.2951862812042236,1745952166.8872042
1300,2.2943015098571777,1745952166.890135
1303,2.301694631576538,1745952166.899611
1309,2.308012008666992,1745952166.922215
1312,2.286877155303955,1745952166.9327419
1316,2.2949719429016113,1745952166.94448
1321,2.304187297821045,1745952166.9591522
1325,2.2982277870178223,1745952166.97067
1327,2.30161190032959,1745952166.976407
1328,2.298051118850708,1745952166.9792519
1329,2.298044204711914,1745952166.982122
1330,2.2991490364074707,1745952166.984926
1331,2.3043882846832275,1745952166.987927
1332,2.290044069290161,1745952166.99074
1334,2.3031089305877686,1745952166.9966989
1335,2.3066744804382324,1745952166.99969
1336,2.30617618560791,1745952167.0026722
1338,2.3022947311401367,1745952167.008524
1339,2.3014087677001953,1745952167.011664
1340,2.3115100860595703,1745952167.014456
1343,2.2988033294677734,1745952167.0237892
1350,2.3009390830993652,1745952167.0444632
1352,2.3026156425476074,1745952167.050841
1353,2.3060522079467773,1745952167.0537028
1355,2.29702091217041,1745952167.0595489
1357,2.2960009574890137,1745952167.065971
1361,2.295194149017334,1745952167.0774558
1363,2.3047549724578857,1745952167.08307
1369,2.295283794403076,1745952167.100271
1371,2.2947134971618652,1745952167.105855
1376,2.306643486022949,1745952167.120356
1380,2.3056578636169434,1745952167.132583
1381,2.2980690002441406,1745952167.135575
1386,2.3018336296081543,1745952167.1504261
1387,2.293948173522949,1745952167.15331
1389,2.292813539505005,1745952167.1588821
1391,2.2999939918518066,1745952167.1647518
1392,2.2901179790496826,1745952167.167853
1393,2.3010568618774414,1745952167.170675
1396,2.2968878746032715,1745952167.1793149
1400,2.3020081520080566,1745952167.191346
1401,2.2995498180389404,1745952167.194331
1406,2.2895424365997314,1745952167.208489
1409,2.293036937713623,1745952167.2188532
1410,2.306281566619873,1745952167.221929
1412,2.300227165222168,1745952167.228123
1415,2.3056023120880127,1745952167.238473
1421,2.2998390197753906,1745952167.255626
1424,2.2958950996398926,1745952167.264373
1427,2.2955517768859863,1745952167.2730849
1432,2.2996513843536377,1745952167.2872388
1437,2.301705837249756,1745952167.301876
1439,2.296607494354248,1745952167.308073
1441,2.30659556388855,1745952167.313739
1449,2.301410675048828,1745952167.336763
1457,2.298576831817627,1745952167.3592699
1459,2.295795202255249,1745952167.364855
1460,2.295346975326538,1745952167.367607
1461,2.2992677688598633,1745952167.37056
1463,2.301285743713379,1745952167.376235
1464,2.30133056640625,1745952167.378984
1467,2.294051170349121,1745952167.3872159
1471,2.2931313514709473,1745952167.398488
1472,2.2977242469787598,1745952167.401181
1473,2.294360876083374,1745952167.404025
1475,2.308619976043701,1745952167.409529
1476,2.2906055450439453,1745952167.412232
1477,2.2894492149353027,1745952167.415243
1483,2.302562713623047,1745952167.432714
1485,2.2853477001190186,1745952167.438518
1488,2.294806957244873,1745952167.447074
1492,2.3065943717956543,1745952167.458379
1493,2.306382656097412,1745952167.46108
1499,2.303682804107666,1745952167.4782588
1503,2.2963716983795166,1745952167.489869
1514,2.293584108352661,1745952167.522932
1517,2.306084632873535,1745952167.5332239
1518,2.300266742706299,1745952167.536235
1520,2.3049259185791016,1745952167.54276
1521,2.2941794395446777,1745952167.54562
1524,2.2979750633239746,1745952167.556614
1528,2.2965471744537354,1745952167.569885
1537,2.295226573944092,1745952167.595623
1539,2.2952582836151123,1745952167.6020658
1540,2.3030600547790527,1745952167.604862
1542,2.3013782501220703,1745952167.610466
1551,2.295380115509033,1745952167.636353
1559,2.2961719036102295,1745952167.660227
1563,2.294642925262451,1745952167.672066
1567,2.3060028553009033,1745952167.6840131
1568,2.300513744354248,1745952167.686768
1571,2.3004698753356934,1745952167.695283
1572,2.3076019287109375,1745952167.698027
1573,2.304165840148926,1745952167.7009869
1577,2.298098087310791,1745952167.712319
1578,2.3049392700195312,1745952167.715094
1579,2.2913479804992676,1745952167.717849
1585,2.303898811340332,1745952167.734578
1589,2.2990880012512207,1745952167.745575
1590,2.300436019897461,1745952167.7483132
1594,2.3002982139587402,1745952167.76026
1597,2.295422077178955,1745952167.7686698
1599,2.2889697551727295,1745952167.774241
1601,2.294490337371826,1745952167.780054
1604,2.2905030250549316,1745952167.788936
1607,2.2919859886169434,1745952167.7978618
1610,2.2979142665863037,1745952167.808769
1612,2.2923965454101562,1745952167.814807
1613,2.301004648208618,1745952167.817801
1614,2.3070549964904785,1745952167.8211572
1615,2.2964322566986084,1745952167.82391
1616,2.297426223754883,1745952167.826698
1617,2.3061177730560303,1745952167.8298051
1619,2.3013062477111816,1745952167.835504
1621,2.301781415939331,1745952167.841482
1625,2.2925515174865723,1745952167.8531232
1627,2.289076566696167,1745952167.858724
1628,2.2951412200927734,1745952167.8614678
1630,2.2981553077697754,1745952167.86727
1634,2.2959861755371094,1745952167.878332
1635,2.297071695327759,1745952167.8812008
1636,2.2965264320373535,1745952167.884011
1638,2.292304754257202,1745952167.889505
1640,2.292689800262451,1745952167.895479
1643,2.2865965366363525,1745952167.903984
1645,2.3036184310913086,1745952167.909756
1649,2.277111053466797,1745952167.9212952
1655,2.3012895584106445,1745952167.9390059
1658,2.2973246574401855,1745952167.947768
1659,2.2906479835510254,1745952167.950598
1664,2.296456813812256,1745952167.965546
1665,2.289519786834717,1745952167.968288
1668,2.2937991619110107,1745952167.976782
1673,2.297024965286255,1745952167.992377
1674,2.2911338806152344,1745952167.9950879
1676,2.299145221710205,1745952168.000524
1680,2.2911362648010254,1745952168.01172
1681,2.2880587577819824,1745952168.014508
1683,2.3016104698181152,1745952168.020345
1684,2.2986226081848145,1745952168.023347
1686,2.29982852935791,1745952168.0292091
1689,2.2838940620422363,1745952168.0377212
1690,2.297144889831543,1745952168.0407171
1691,2.2903685569763184,1745952168.043754
1694,2.288419723510742,1745952168.053168
1697,2.3039917945861816,1745952168.0620449
1698,2.292555809020996,1745952168.0648692
1699,2.2917089462280273,1745952168.067612
1701,2.2994208335876465,1745952168.073291
1703,2.293457508087158,1745952168.0790012
1704,2.293020248413086,1745952168.0818748
1706,2.2977821826934814,1745952168.087299
1713,2.287140369415283,1745952168.109401
1717,2.2963485717773438,1745952168.121678
1720,2.3001437187194824,1745952168.130364
1722,2.2907309532165527,1745952168.135891
1723,2.296313762664795,1745952168.1387079
1725,2.297468662261963,1745952168.144533
1726,2.293520450592041,1745952168.147686
1727,2.294463634490967,1745952168.150496
1731,2.2856082916259766,1745952168.161859
1732,2.3005456924438477,1745952168.165382
1734,2.2985000610351562,1745952168.170959
1738,2.298701763153076,1745952168.1827729
1739,2.2992472648620605,1745952168.1860092
1740,2.2910475730895996,1745952168.189327
1747,2.287816047668457,1745952168.209336
1748,2.2968249320983887,1745952168.21214
1750,2.297438621520996,1745952168.21789
1751,2.29278302192688,1745952168.220684
1752,2.2996621131896973,1745952168.223496
1754,2.2942633628845215,1745952168.228928
1756,2.294023275375366,1745952168.234373
1757,2.293379783630371,1745952168.23717
1758,2.2985780239105225,1745952168.239975
1759,2.2985661029815674,1745952168.242985
1763,2.3021981716156006,1745952168.254715
1764,2.304385185241699,1745952168.2579358
1765,2.2962327003479004,1745952168.260782
1767,2.2931530475616455,1745952168.266668
1770,2.3003780841827393,1745952168.275158
1774,2.299893379211426,1745952168.286483
1778,2.297889471054077,1745952168.2976582
1780,2.288940906524658,1745952168.303693
1781,2.304408073425293,1745952168.3069062
1782,2.295794725418091,1745952168.309845
1784,2.295844316482544,1745952168.315975
1787,2.2860658168792725,1745952168.3246531
1788,2.286288022994995,1745952168.3274639
1789,2.288241386413574,1745952168.3302872
1791,2.3015265464782715,1745952168.3360798
1793,2.2987060546875,1745952168.341782
1795,2.2939271926879883,1745952168.3473868
1796,2.297693967819214,1745952168.350204
1799,2.290060043334961,1745952168.3589308
1801,2.2948901653289795,1745952168.364686
1803,2.2871317863464355,1745952168.370483
1804,2.300112724304199,1745952168.373439
1807,2.304440498352051,1745952168.381811
1813,2.286862373352051,1745952168.4009159
1817,2.293306827545166,1745952168.4126809
1819,2.288712978363037,1745952168.418516
1824,2.2948524951934814,1745952168.4330602
1827,2.301950216293335,1745952168.442164
1829,2.291870594024658,1745952168.4480362
1833,2.30039381980896,1745952168.459797
1835,2.2876744270324707,1745952168.465717
1844,2.3024277687072754,1745952168.49177
1851,2.3042640686035156,1745952168.511515
1856,2.3066954612731934,1745952168.525236
1857,2.293804168701172,1745952168.5279949
1858,2.2993571758270264,1745952168.530754
1859,2.2853167057037354,1745952168.5335832
1864,2.2988996505737305,1745952168.54796
1867,2.3008532524108887,1745952168.556488
1870,2.2818732261657715,1745952168.565741
1879,2.3019700050354004,1745952168.958428
1880,2.2937474250793457,1745952168.9613152
1881,2.2964940071105957,1745952168.9641652
1882,2.2924304008483887,1745952168.967063
1890,2.2931644916534424,1745952168.991561
1894,2.2869253158569336,1745952169.003346
1900,2.28790283203125,1745952169.020719
1901,2.292262554168701,1745952169.023593
1905,2.2847533226013184,1745952169.035053
1906,2.2912344932556152,1745952169.0378728
1907,2.293976068496704,1745952169.040821
1910,2.288621425628662,1745952169.050369
1917,2.293673276901245,1745952169.072623
1918,2.3045153617858887,1745952169.075588
1919,2.2968063354492188,1745952169.078486
1923,2.293119430541992,1745952169.090285
1925,2.297895669937134,1745952169.095834
1926,2.2935922145843506,1745952169.098597
1928,2.292468547821045,1745952169.104054
1932,2.297226905822754,1745952169.115175
1934,2.29239821434021,1745952169.120683
1936,2.2859935760498047,1745952169.1262872
1940,2.2885754108428955,1745952169.137454
1943,2.2914819717407227,1745952169.1456451
1949,2.2906031608581543,1745952169.165934
1954,2.3052308559417725,1745952169.182288
1957,2.2954137325286865,1745952169.192159
1959,2.295808792114258,1745952169.199161
1960,2.299954414367676,1745952169.202873
1962,2.291013240814209,1745952169.210277
1963,2.301187038421631,1745952169.2137878
1968,2.2966959476470947,1745952169.229701
1969,2.294337034225464,1745952169.232737
1972,2.281557321548462,1745952169.2416341
1973,2.2989683151245117,1745952169.244692
1974,2.2863380908966064,1745952169.247572
1975,2.2909741401672363,1745952169.250499
1986,2.2879464626312256,1745952169.283077
1994,2.295837879180908,1745952169.306611
1997,2.2986059188842773,1745952169.3158169
1998,2.286203622817993,1745952169.318775
2001,2.3095059394836426,1745952169.3275678
2002,2.29887318611145,1745952169.330514
2004,2.297675609588623,1745952169.3360388
2005,2.294060707092285,1745952169.338859
2010,2.2945427894592285,1745952169.35346
2012,2.2937722206115723,1745952169.359105
2015,2.3018980026245117,1745952169.3677099
2019,2.2943501472473145,1745952169.3791602
2020,2.295768976211548,1745952169.382248
2021,2.2903125286102295,1745952169.385102
2022,2.2917966842651367,1745952169.387897
2023,2.2919929027557373,1745952169.390867
2024,2.2924418449401855,1745952169.39362
